Date,Score,Comment,Store,Year
10/5/2023 7:54:15,10 - Excelente!,Foi tudo otimo,Tijuca,2023
10/5/2023 8:34:44,10 - Excelente!,,Tatuapé,2023
10/5/2023 8:37:54,10 - Excelente!,,Sorocaba,2023
10/5/2023 9:06:07,10 - Excelente!,,Copacabana,2023
10/5/2023 9:09:50,10 - Excelente!,,Tatuapé,2023
10/5/2023 9:27:42,2 - Muito ruim,"O atendimento é sempre muito ruim. Vamos começar que nenhum dos 2 tratamentos que eu comprei, funciona. A tatuagem é só dor, bolha, carne viva, e nada de sair. Mto longe de qualquer antes e depois que vcs mostraram para fazer a venda. A depilação, o pelo firme e forte. Mudou absolutamente nada. Fiz em outro lugar, o pelo caiu na mesma hora! As meninas nunca sabem em qual sessão estou, qual potência utilizar, a ficha está sempre perdida e prometem enviar por whats “ depois”. Agenda sempre atrasada e cada dia uma profissional diferente , que tem um método diferente. Perdi meu dinheiro é meu tempo  com tudo aí ",Jardins,2023
10/5/2023 9:34:25,10 - Excelente!,Acho que poderia tocar música relaxante enquanto o procedimento de drenagem linfática é feito (opcional - eu gostaria),Santos,2023
10/5/2023 9:54:43,10 - Excelente!,"Gosto de tudo na clinica,desde a entrada até a saída. ",Tijuca,2023
10/5/2023 10:10:30,8 - Bom,Não foi o esperado ,Tatuapé,2023
10/5/2023 10:16:14,10 - Excelente!,,Jardins,2023
10/5/2023 10:52:42,3 - Ruim,Não deixar o cliente sozinho na sala enquanto estiver fazendo algum procedimento. Se organizar e pegar tudo que necessita antes de iniciar o procedimento. Tive uma experiência que não me agradou enquanto vaporizava meu rosto para uma limpeza de pele ,Tucuruvi,2023
10/5/2023 10:54:16,9 - Ótimo,Musica nas salas procedimentos ,Tijuca,2023
10/5/2023 11:20:04,10 - Excelente!,,Santos,2023
10/5/2023 11:57:58,10 - Excelente!,,Tijuca,2023
10/5/2023 12:50:18,10 - Excelente!,"Colaboradoras muito educadas, excelentes profissionais.",Copacabana,2023
10/5/2023 12:57:15,10 - Excelente!,,Lapa,2023
10/5/2023 13:08:49,10 - Excelente!,"Aquele papel da maçã não dá não,ou deixa só o plástico higienizado ou põe um lençol descartável,qdo a gente deite ou vira rasga 🙄",Copacabana,2023
10/5/2023 13:42:44,10 - Excelente!,,Tijuca,2023
10/5/2023 13:58:48,10 - Excelente!,"Sou fã da ProCorpo e admiro muito a garra e coragem de sua fundadora M.M.
Sempre fui muito bem atendida. As meninas - todas - são educadas e atenciosas.
Duas sugestões: mais atenção nos lançamentos parcelados em cartão de crédito. 
Mais atenção aos agendamentos para evitar atrasos - quem marca hora, precisa que ela seja cumprida, certo?  ; )",Jardins,2023
10/5/2023 16:26:24,10 - Excelente!,Não ,Moema,2023
10/6/2023 7:04:32,9 - Ótimo,,Sorocaba,2023
10/6/2023 7:05:48,10 - Excelente!,"Não, foi tudo ótimo as moças super educadas ",Itaim,2023
10/6/2023 7:05:52,10 - Excelente!,Nao tenho,Tijuca,2023
10/6/2023 7:06:08,10 - Excelente!,Achei o valor muito alto,Ipiranga,2023
10/6/2023 7:06:51,10 - Excelente!,,Jardins,2023
10/6/2023 7:07:07,10 - Excelente!,"Desde a recepção td maravilhoso , educação e simpatia,até minha ida , Simone parecia q conhecia a anos, Giovanna , Thais .mto dedicada , q ambiente agradável.",Tatuapé,2023
10/6/2023 7:12:11,10 - Excelente!,,Santo Amaro,2023
10/6/2023 7:13:11,10 - Excelente!,Não ,Tatuapé,2023
10/6/2023 7:15:21,9 - Ótimo,,Tatuapé,2023
10/6/2023 7:20:18,10 - Excelente!,,Jardins,2023
10/6/2023 7:21:18,10 - Excelente!,,Santos,2023
10/6/2023 7:40:50,10 - Excelente!,,Belo Horizonte,2023
10/6/2023 8:07:01,9 - Ótimo,,Copacabana,2023
10/6/2023 8:17:14,10 - Excelente!,,Campinas,2023
10/6/2023 8:23:00,10 - Excelente!,Não ,Tijuca,2023
10/6/2023 8:25:58,8 - Bom,"Às esteticista precisa melhorar o tempo dos procedimentos. Quando comprei o pacote de drenagem, fui informada que seria em torno de 50m a 1h de drenagem. A minha última a moça fez em 20min. ",Santo Amaro,2023
10/6/2023 8:53:51,10 - Excelente!,Nao,Copacabana,2023
10/6/2023 9:02:06,8 - Bom,Nada a declarar ,Santo Amaro,2023
10/6/2023 9:19:03,10 - Excelente!,,Ribeirão Preto,2023
10/6/2023 9:22:17,9 - Ótimo,,Jardins,2023
10/6/2023 10:06:17,7 - Regular,Procedimento aparentemente nao foi tao bem executado.,Jardins,2023
10/6/2023 10:08:44,7 - Regular,Procedimento nao parece ter sido muito bem executado.,Jardins,2023
10/6/2023 10:18:13,10 - Excelente!,"Não, tudo certo!",Jardins,2023
10/6/2023 10:23:05,8 - Bom,,Tijuca,2023
10/6/2023 10:28:30,10 - Excelente!,,Santo Amaro,2023
10/6/2023 11:29:27,9 - Ótimo,"Bom dia   Já passo na procurou a 3 anos 
E sempre agendei minhas avaliações  sem precisar pagar para ter horário agora tem esse link  que se eu não pagasse o procedimento não conseguia horário  eu não gosto de fazer pagamentos por link deveria ter outra opção para clientes antigos 

E outra coisa que é ruim e local para estacionar não tem opção 
O Dr Heitor e execelente profissional por isso aceitei o link",Tatuapé,2023
10/6/2023 12:17:58,10 - Excelente!,,Tatuapé,2023
10/6/2023 13:18:36,10 - Excelente!,Muito bem recebida ,Belo Horizonte,2023
10/6/2023 13:42:29,9 - Ótimo,,Santos,2023
10/6/2023 13:53:04,2 - Muito ruim,,Ipiranga,2023
10/6/2023 14:20:25,10 - Excelente!,por favor deixar um elogio à Simone Crocci que me atendeu com excelência ,Tatuapé,2023
10/6/2023 15:52:54,9 - Ótimo,Não ,Sorocaba,2023
10/6/2023 20:46:16,9 - Ótimo,Foi excelente.,Londrina,2023
10/7/2023 14:33:29,10 - Excelente!,,Tatuapé,2023
10/7/2023 21:37:44,8 - Bom,Atendimento da recepção só é excelente na hora de vender o produto! Depois tratam com indiferença..,Santo Amaro,2023
10/8/2023 22:20:59,3 - Ruim,Não senti redução das manchas após duas sessões de peeling quimico.,Tijuca,2023
10/9/2023 7:47:01,10 - Excelente!,,Campinas,2023
10/9/2023 7:47:25,10 - Excelente!,,Lapa,2023
10/9/2023 7:47:41,10 - Excelente!,,Londrina,2023
10/9/2023 7:47:55,3 - Ruim,"Atendentes super antipaticas, além de uma outra pessoa que não sei se é chefe… chamando atenção de uma funcionária de forma super grosseira, na frente de todo mundo! Além da gente marcar um horário e ser atendido em outro.:. PESSIMO! ",Ipiranga,2023
10/9/2023 7:48:09,10 - Excelente!,.,Londrina,2023
10/9/2023 7:48:17,10 - Excelente!,,Tucuruvi,2023
10/9/2023 7:48:47,10 - Excelente!,,Copacabana,2023
10/9/2023 7:50:44,10 - Excelente!,,Londrina,2023
10/9/2023 7:51:38,9 - Ótimo,,Campinas,2023
10/9/2023 7:55:00,7 - Regular,"Já sou cliente uns 3 anos mas dessa vez fiquei um pouco decepcionada, meu horário era as 9:00 horas para limpeza de pele que ganhei em virtude da aplicação do botox, cheguei as 8:45 e fui rapidamente e muito bem atendida, o botox estava agendado para as 10:00 mas a médica só chegou as 11:20, foi muito chato, ela me tratou bem se desculpou mas a demora no atendimento foi demais e fiquei com dois hematomas  no rosto da aplicação, realmente fiquei um pouco chateada",Lapa,2023
10/9/2023 7:56:14,10 - Excelente!,,Sorocaba,2023
10/9/2023 7:56:39,7 - Regular,"Por favor, parem de nos forçar outros serviços. Eu fui sabendo exatamente o que queria e além de ter atrasado minha massagem por 30 min pra ficarem AFIRMANDO que eu ia amar a drenagem linfática semanal de mais de 1000 reais, chegou na hora da massagem e era só uma massagenzinha de 25 minutos nas costas. A impressão que a massagista passou foi que, por eu ter resgatado um voucher de massagem grátis, eu não deveria receber o mesmo tratamento de todo cliente. ",Lapa,2023
10/9/2023 8:01:33,9 - Ótimo,,Tijuca,2023
10/9/2023 8:06:37,10 - Excelente!,,Londrina,2023
10/9/2023 8:08:30,7 - Regular,"Deixar o cliente a vontade para realizar os procedimentos que desejar. E não ficar ""empurrando"" e colocando ele em situação constrangedora. Ficaram tanto tempo querendo forçar a aquisição que acabou atrapalhando a execução do procedimento que fui realizar. A limpeza de pele não foi bem feita e sai toda suja da sala pois a profissional fez tudo com pressa. É muito chato quando somos intimidados, forçados a passar por situação que não queremos. Cheguei no local as 18:30 e até às 19:30 ficaram me empurrando algo que não queria realizar no momento. Não volto mais nessa unidade. ",Ipiranga,2023
10/9/2023 8:11:07,10 - Excelente!,,Tatuapé,2023
10/9/2023 8:18:13,4 - Muito abaixo do esperado,"Preparar melhor an agenda, fiquei 1h esperando para ser atendida e não consegui fazer todos os procedimentos que tinha agendado. ",Jardins,2023
10/9/2023 8:23:17,9 - Ótimo,"Até o momento, o atendimento foi maravilhoso. Estamos caminhando no tratamento ",Campinas,2023
10/9/2023 8:23:18,10 - Excelente!,,Santo Amaro,2023
10/9/2023 8:24:25,10 - Excelente!,,Jardins,2023
10/9/2023 8:24:45,10 - Excelente!,,Campinas,2023
10/9/2023 8:31:19,9 - Ótimo,,Jardins,2023
10/9/2023 8:36:52,10 - Excelente!,,Tatuapé,2023
10/9/2023 8:42:04,10 - Excelente!,Nao,Santo Amaro,2023
10/9/2023 8:46:27,10 - Excelente!,,Londrina,2023
10/9/2023 8:48:30,10 - Excelente!,Aquele papel na maca n da n,Copacabana,2023
10/9/2023 8:49:30,9 - Ótimo,,Tatuapé,2023
10/9/2023 8:51:25,8 - Bom,Senti uma falta de privacidade no momento que estava na sala. Toda hora alguém entrava e pedia um produto e pegava algo emprestado Isso ocorreu em todo o meu tratamento… E por coincidência a profissional com a sala despreparada estava atendendo o meu namorado. ,Tatuapé,2023
10/9/2023 8:53:56,5 - Abaixo do esperado,"A profissional foi ótima,  mas a massagem foi numa sala minúscula, atochada de aparelhos, com nenhum conforto. Também não tinha manta. ",Copacabana,2023
10/9/2023 8:54:43,10 - Excelente!,,Sorocaba,2023
10/9/2023 8:56:06,8 - Bom,,Santo Amaro,2023
10/9/2023 8:56:38,10 - Excelente!,Atendimento excelente!,Belo Horizonte,2023
10/9/2023 8:56:56,9 - Ótimo,,Campinas,2023
10/9/2023 8:56:56,10 - Excelente!,Profissionais excelentes a jovem Lorena da recepção é uma simpatia e excelente profissional.,Tijuca,2023
10/9/2023 8:57:27,10 - Excelente!,,Jardins,2023
10/9/2023 8:57:40,8 - Bom,,Santos,2023
10/9/2023 9:00:23,10 - Excelente!,,Moema,2023
10/9/2023 9:02:32,10 - Excelente!,,Jardins,2023
10/9/2023 9:03:59,9 - Ótimo,,Lapa,2023
10/9/2023 9:06:21,10 - Excelente!,Não,Jardins,2023
10/9/2023 9:16:49,10 - Excelente!,Marcaram errado meu procedimento como se eu já tivesse feito.,Tucuruvi,2023
10/9/2023 9:34:22,10 - Excelente!,,Ipiranga,2023
10/9/2023 9:34:35,10 - Excelente!,Estou adorando os profissionais todas anteciosa  muito bom isso ,Ipiranga,2023
10/9/2023 9:49:04,10 - Excelente!,"SÓ ELOGIOS...Dá faxineira a administradora! Em especial a esteticista Daiana, que eu adoro e que me atende, e a biomédica Mayla que é excelente!",Copacabana,2023
10/9/2023 10:15:40,5 - Abaixo do esperado,"Fui na clínica pela primeira vez, achei a estrutura boa, porém o atendimento deixou a desejar. Eu estava com um Voucher que me dava direito à uma ""Massagem corporal"", quando passei pela avaliação falaram que essa massagem seria uma ""Pré Detox numa região"" APENAS. Só que além de não terem feito o que estava apresentado no Voucher, porque eles vendem Drenagem Corporal- sendo pro corpo todo, agora quando é Voucher não querem perder tempo com cliente. O procedimento em si durou apenas 20 minutos, agora na sala de avaliação fiquei mais do que o procedimento, passaram 3 moças pela sala, a da Avaliação, a Consultora,  que inclusive PRESSIONAM a fechar procedimento mesmo o cliente falando que não está dentro do orçamento, e a 3ª moça que também é consultora pediu meu RG físico, sendo que já tinha passado meus dados na ficha de cadastro, além disso tiraram foto do RG, e ainda me pediram minha ""Assinatura"" dizendo eles que era pra gerar o ""Contrato da minha cortesia"".
Em resumo, me sentí muito CONSTRANGIDA, pois achei esse protocolo bem INVASIVO. Como sugestão seria interessante falarem SIM dos procedimentos de interesse do cliente, mas se ele não puder fechar deixar o cliente à vontade pra não gerar essa pressão toda, e com relação as informações pedidas para cadastro NUNCA em nenhuma clínica precisei preencher tantos dados. ",Ipiranga,2023
10/9/2023 10:18:54,10 - Excelente!,"Tudo ótimo, atendimento excelente ",Jardins,2023
10/9/2023 10:43:12,10 - Excelente!,.,Santos,2023
10/9/2023 10:46:00,8 - Bom,"O atendimento quando chegamos é realmente muito simpático, o atendimento feito na avaliação também é muito simpático, porém como fui por uma cortesia que ganhei o modo como o atendimento foi feito (de venda forçada) não foi muito agradável, antes mesmo de realizar o procedimento cortesia você ja passa com uma pessoa para fechar os pacotes que deseja sem mesmo nem saber como funciona o atendimento do profissional da própria cortesia e isso é feito na sala de espera junto aos demais pacientes que estão no aguardo, achei muito constrangedor.",Sorocaba,2023
10/9/2023 11:08:37,10 - Excelente!,Parabenizo toda a equipe ,Moema,2023
10/9/2023 11:09:49,10 - Excelente!,Parabenizo toda a equipe ,Moema,2023
10/9/2023 11:53:56,10 - Excelente!,,Copacabana,2023
10/9/2023 12:21:14,10 - Excelente!,Todas muito simpáticas e atenciosas ,Ipiranga,2023
10/9/2023 12:21:24,10 - Excelente!,"O atendimento é excelente. Todas minhas sessões foram realizadas com sucesso, sem atraso e sempre muito atenciosos quanto ao agendamento das sessões.",Ipiranga,2023
10/9/2023 12:34:36,10 - Excelente!,,Itaim,2023
10/9/2023 12:40:07,10 - Excelente!,não,Belo Horizonte,2023
10/9/2023 14:17:48,10 - Excelente!,,Lapa,2023
10/9/2023 16:41:51,10 - Excelente!,A biomédica da unidade é excelente ,Belo Horizonte,2023
10/9/2023 18:39:56,10 - Excelente!,,Jardins,2023
10/9/2023 21:44:06,10 - Excelente!,,Lapa,2023
10/10/2023 7:54:03,10 - Excelente!,Nao,Tijuca,2023
10/10/2023 7:54:03,10 - Excelente!,,Sorocaba,2023
10/10/2023 7:55:11,9 - Ótimo,"A única coisa que achei ruim foi a demora como um todo no atendimento. Meu horário do peeling era 18h. Ai tive que passa3 por avaliação, depois pela consultora de vendas, fiz o procedimento já passava das 19h.",Jardins,2023
10/10/2023 7:57:36,10 - Excelente!,,Sorocaba,2023
10/10/2023 8:00:54,8 - Bom,,Belo Horizonte,2023
10/10/2023 8:05:00,6 - Médio,,Santos,2023
10/10/2023 8:11:01,10 - Excelente!,Nao,Lapa,2023
10/10/2023 8:17:10,10 - Excelente!,"Excelente atendimento, as meninas são muito educadas, estão todas de parabéns.",Campinas,2023
10/10/2023 8:18:17,10 - Excelente!,"MUITO BOM OS ATENDIMENTOS, PROFISSIONAIS EXCELENTES ",Tatuapé,2023
10/10/2023 8:18:49,10 - Excelente!,Não ,Copacabana,2023
10/10/2023 8:26:38,9 - Ótimo,,Jardins,2023
10/10/2023 8:29:22,10 - Excelente!,,Santos,2023
10/10/2023 8:40:42,7 - Regular,"Fiz uma limpeza de pele, mas ela apenas tirou os cravos extraídos pelo emoliente, voltei para casa com os mesmos cravos que tinha. ",Moema,2023
10/10/2023 8:47:16,10 - Excelente!,,Tatuapé,2023
10/10/2023 8:47:59,9 - Ótimo,,Tijuca,2023
10/10/2023 8:51:01,10 - Excelente!,,Belo Horizonte,2023
10/10/2023 9:02:19,5 - Abaixo do esperado,Foi dito que ganharia uma drenagem linfática foi feito avaliação negociação a respeito da drenagem não foi dito nada..,Tatuapé,2023
10/10/2023 9:16:43,10 - Excelente!,,Belo Horizonte,2023
10/10/2023 9:20:25,10 - Excelente!,,Ipiranga,2023
10/10/2023 9:24:02,10 - Excelente!,,Santos,2023
10/10/2023 9:50:47,7 - Regular,Muito informal ,Londrina,2023
10/10/2023 9:51:22,10 - Excelente!,,Copacabana,2023
10/10/2023 10:01:43,9 - Ótimo,,Jardins,2023
10/10/2023 10:33:42,10 - Excelente!,Não ,Campinas,2023
10/10/2023 10:53:59,10 - Excelente!,Não,Tijuca,2023
10/10/2023 11:12:00,10 - Excelente!,,Santo Amaro,2023
10/10/2023 11:21:47,10 - Excelente!,Gostei da atenção recebida e do profissionalismo da esteticista.,Jardins,2023
10/10/2023 13:01:30,10 - Excelente!,"Fiz o procedimento botox, gostei muito do resultado, Ainda terá o retorno,  acredito que após  ficará excelente👏👏",Ipiranga,2023
10/10/2023 13:15:43,7 - Regular,"Foi bem tranquilo, só um desconforto por causa da agulha, mas o atendimento é ótimo a moça me deixou bem confortável 🥰🙏🏼",Santo Amaro,2023
10/10/2023 13:55:57,10 - Excelente!,"Todas cordiais e solicitas, treinamento excelente!",Santos,2023
10/10/2023 14:22:29,10 - Excelente!,Excelente!,Londrina,2023
10/10/2023 18:23:02,10 - Excelente!,,Tijuca,2023
10/10/2023 22:13:45,6 - Médio,"Bom, eu entrei em contato pelo site para marcar uma limpeza de pele, pois não encontrei o telefone da unidade da Tijuca.

Entraram em contato comigo dizendo que dizendo que eu havia ganhado uma limpeza grátis uns 10min depois de eu ter colocado meu contato com o interesse na limpeza.

Eu agradeci a cortesia, mas disse que gostaria de fazer a limpeza e se pudesse realizada o peeling logo após (o que é bem comum em clínicas num geral); vc faz a limpeza e logo finaliza com o peeling de diamante.

No entendo a atendente insistiu que eu fizesse primeiro o peeling que era grátis, ao invés de marcar a minha limpeza que era algo que eu pagaria e consequentemente iria gerar dinheiro para a unidade. Não faz sentido algum empurrar um procedimento grátis se o cliente já veio com a decisão tomada de realizar um procedimento na clínica que seria pago.

Imagino que haja uma meta de “levar clientes” para a clínica através dessa correria e a partir disso vender algum procedimento. No entanto, não consideraram a vontade da cliente e acabei não tendo uma experiência agradável. 

Por mim, fui fazer o peeling afinal, e chegando lá todo o processo foi super burocrático. Preencher ficha, falar com biomédico (que eu não pedi), eu comuniquei que só queria uma limpeza e somente isso. 

No fim, eu acabei deixando pago a limpeza e tive que marcar pra 1 dps pq segundo as atendentes a pele fica sensível e etc. Ou seja, acabei fazendo um procedimento que eu não queria de fato, mas aceitei por ser grátis e no fim tive que aguardar 7 dias para fazer o que eu realmente queria realizar desde o primeiro contato.

Outro ponto de melhoria: explicar o cliente pq temos que assinar formulários. Fiz 2 rubricas on-line para conseguir marcar uma simples limpeza e nem sei o que assinei e o motivo do ato em si.",Tijuca,2023
10/11/2023 7:04:05,10 - Excelente!,Atendimento excelente. ,Jardins,2023
10/11/2023 7:10:05,10 - Excelente!,não ,Sorocaba,2023
10/11/2023 7:10:14,10 - Excelente!,,Tucuruvi,2023
10/11/2023 7:10:38,10 - Excelente!,Nao,Lapa,2023
10/11/2023 7:19:19,10 - Excelente!,,Ribeirão Preto,2023
10/11/2023 7:20:14,9 - Ótimo,,Moema,2023
10/11/2023 7:22:43,10 - Excelente!,,Lapa,2023
10/11/2023 7:41:16,10 - Excelente!,,Belo Horizonte,2023
10/11/2023 7:48:36,10 - Excelente!,,Sorocaba,2023
10/11/2023 7:56:10,10 - Excelente!,,Sorocaba,2023
10/11/2023 7:57:27,10 - Excelente!,,Lapa,2023
10/11/2023 7:58:24,10 - Excelente!,Tudo perfeito!,Tatuapé,2023
10/11/2023 8:00:59,9 - Ótimo,,Campinas,2023
10/11/2023 8:02:00,1 - Péssimo!,Adoro o atendimento de todas as atendentes e especialistas.,Jardins,2023
10/11/2023 8:10:49,10 - Excelente!,,Campinas,2023
10/11/2023 8:18:34,10 - Excelente!,,Lapa,2023
10/11/2023 8:21:13,10 - Excelente!,,Ribeirão Preto,2023
10/11/2023 8:22:04,10 - Excelente!,Gostei muito do atendimento .,Santo Amaro,2023
10/11/2023 8:35:08,10 - Excelente!,"Não, estava tudo de acordo ",Lapa,2023
10/11/2023 8:36:59,10 - Excelente!,,Tijuca,2023
10/11/2023 8:50:31,7 - Regular,,Ipiranga,2023
10/11/2023 9:00:48,10 - Excelente!,Continuem com excelente trabalho e atendimento ,Copacabana,2023
10/11/2023 9:13:39,10 - Excelente!,A equipe da recepção poderia ser um pouco mais organizada e os atendimentos deveriam ser um pouco mais pontuais. Os dois últimos atrasaram cerca de meia hora.,Jardins,2023
10/11/2023 9:19:36,10 - Excelente!,"A biomédica que me atendeu, gostei do atendimento dela",Tatuapé,2023
10/11/2023 9:37:40,10 - Excelente!,"Só tenho a agradecer ao atendimento que estou recebendo. A profissional que me atende , Pauline, tem uma paciência incrível comigo. Fora todas as outras que são excelentes.... Alê, Letícia e as demais que me atendem na recepção, me perdoem não lembrar todos os nomes. Enfim tem sido uma experiência maravilhosa.",Lapa,2023
10/11/2023 9:39:22,10 - Excelente!,Nao,Campinas,2023
10/11/2023 9:47:12,9 - Ótimo,,Copacabana,2023
10/11/2023 9:54:23,9 - Ótimo,,Sorocaba,2023
10/11/2023 10:11:42,10 - Excelente!,Tudo maravilhoso desde a recepção até o momento de ir embora,Lapa,2023
10/11/2023 10:13:30,9 - Ótimo,,Belo Horizonte,2023
10/11/2023 10:23:32,9 - Ótimo,,Jardins,2023
10/11/2023 10:56:35,4 - Muito abaixo do esperado,"Gostaria de um padrão para todos os atendimentos... toda vez que vou para uma sessão, eh uma pessoa diferente o procedimento acaba sendo diferente... esse último atendimento não gostei.",Santo Amaro,2023
10/11/2023 11:02:53,10 - Excelente!,Aumentar o salário das meninas que maravilhosas... Adoro a Pró da Algusta,Jardins,2023
10/11/2023 11:25:47,10 - Excelente!,,Tijuca,2023
10/11/2023 14:24:06,9 - Ótimo,"Acredito que precisa melhorar no horário agendado e atender exatamente no horário marcado.
Há muito atraso no atendimento.
Marca se um horário e atende mais de trinta minutos depois
Isso é péssimo pra quem quer conquistar clientes e oferecer um serviço de excelência.",Londrina,2023
10/11/2023 14:49:45,10 - Excelente!,,Jardins,2023
10/11/2023 16:40:36,9 - Ótimo,"Atendimento  na drenagem linfática com a especialista Amanda, muito bom!!",Santo Amaro,2023
10/12/2023 17:54:13,10 - Excelente!,Eu simplesmente amei o atendimento das meninas 🥰 vcs estão de parabéns 🙏🥰,Santos,2023
10/12/2023 21:42:11,10 - Excelente!,,Moema,2023
10/13/2023 6:42:02,8 - Bom,,Lapa,2023
10/13/2023 9:34:03,10 - Excelente!,,Santos,2023
10/13/2023 9:34:23,7 - Regular,"A troca constante de profissional, é muito ruim!! 
Falta de horários disponíveis também, está complicado para conseguir agendamento ",Ipiranga,2023
10/13/2023 9:35:49,9 - Ótimo,Tudo perfeito 🥰,Moema,2023
10/13/2023 9:36:01,9 - Ótimo,"sugiro a possibilidade de ter uma luminaria nas salas. Ao fazer massagem a luz da sala é muito forte, e ao desligar fica escuro de mais.",Copacabana,2023
10/13/2023 9:40:07,10 - Excelente!,,Santo Amaro,2023
10/13/2023 9:40:46,10 - Excelente!,Acho que poderia melhorar na divulgação. ,Sorocaba,2023
10/13/2023 9:48:05,5 - Abaixo do esperado,"Não deram retorno do meu pedudo ( peli whats) de transferir meu horário para 30 min. mais tarde de hoje.
Houve um pequeno atraso ( 10min.) no atendimento.
Ao entrar para a sessão, foi me perguntado o que iria fazer. Sendo que deveria ter minha ficha com o controle da Carboxi e lipo injetável. Levantei e fui embora.
Perdi a confiança para fazer botox, que sei ser preciso de profissional competente.",Santos,2023
10/13/2023 9:49:13,10 - Excelente!,,Tatuapé,2023
10/13/2023 10:06:06,7 - Regular,"A pessoa que me atendeu para massagem modeladora foi uma querida. Mas realmente não chamou a atenção a conservação da clinica, principalmente na recepção. Acredito que se por tratar de um espaço que trabalha com estética e de forma indireta com o visual das pessoas, tenha necessidade de ser melhor cuidado. Na avaliação, falei varias vezes que não queria um tipo de procedimento, não adiantou nada, até que fiquei quieta. Não queria fazer carboxi, e foi adicionado carboxi no meu plano de tratamento. E comparado com outras clinicas de Londrina, os valores desta aqui estão bem acima do mercado. Somando todos estes fatores, não senti confiança em fazer meu tratamento na Pro corpo",Londrina,2023
10/13/2023 10:08:51,10 - Excelente!,,Tatuapé,2023
10/13/2023 10:09:28,5 - Abaixo do esperado,"Fui chamado com 1 hora e 15.minutos de atraso, e tive que remarcar parte dos procedimentos ",Jardins,2023
10/13/2023 10:10:17,10 - Excelente!,,Tatuapé,2023
10/13/2023 10:11:13,10 - Excelente!,,Tucuruvi,2023
10/13/2023 10:29:09,9 - Ótimo,Não tenho,Tucuruvi,2023
10/13/2023 10:49:59,10 - Excelente!,Profissionais excelentes nos procedimentos ,Santos,2023
10/13/2023 11:21:59,10 - Excelente!,Não ,Ipiranga,2023
10/13/2023 11:23:00,8 - Bom,,Lapa,2023
10/13/2023 11:43:37,8 - Bom,,Tucuruvi,2023
10/13/2023 12:10:12,10 - Excelente!,,Sorocaba,2023
10/13/2023 12:42:00,10 - Excelente!,Não ,Tatuapé,2023
10/13/2023 14:27:14,4 - Muito abaixo do esperado,"Cada vez que vou sou atendida por uma pessoa diferente, sempre atrasa, os equipamentos que TAM com frequência ",Santos,2023
10/13/2023 16:00:44,10 - Excelente!,,Tatuapé,2023
10/13/2023 18:01:25,10 - Excelente!,Tudo perfeito!,Lapa,2023
10/13/2023 19:56:52,10 - Excelente!,Excelente  atendimento ,Londrina,2023
10/13/2023 20:24:01,9 - Ótimo,"A profissional que sempre me atende se despediu dizendo ir para outra clínica e hj eu teria atendimento. De manhã perguntaram se eu poderia ir mais cedo pq não teriam profissional para me atender no horário de sempre eu concordei corri para poder sair mais cedo e às 16:48 faltando 10 minutos para meu atendimento eu já em trânsito me ligaram e para dizer que a profissional que iria me atender foi embora pq passou mal
Eu questionei se fosse eu que estivesse passando mal elas iriam remarcar ou eu perderia a sessão. Simplesmente disse “obrigada por sua compreensão “",Ipiranga,2023
10/14/2023 6:43:40,10 - Excelente!,,Belo Horizonte,2023
10/14/2023 9:40:10,10 - Excelente!,,Jardins,2023
10/15/2023 10:32:26,10 - Excelente!,,Belo Horizonte,2023
10/15/2023 15:05:53,9 - Ótimo,,Lapa,2023
10/16/2023 7:02:53,10 - Excelente!,,Tucuruvi,2023
10/16/2023 7:03:12,10 - Excelente!,,Tatuapé,2023
10/16/2023 7:03:19,10 - Excelente!,,Tijuca,2023
10/16/2023 7:03:31,10 - Excelente!,Maçãs co. Buraco para posicionar a cabeça ,Jardins,2023
10/16/2023 7:03:54,9 - Ótimo,,Tijuca,2023
10/16/2023 7:04:08,10 - Excelente!,"O atendimento das meninas da recepção foi muito bom
Oq deixou a desejar foi o procedimento que foi péssimo e mal feito ",Tatuapé,2023
10/16/2023 7:04:17,10 - Excelente!,A música na recepção deve ser repensada: estilo de música e a qualidade do som,Copacabana,2023
10/16/2023 7:05:51,8 - Bom,,Ipiranga,2023
10/16/2023 7:09:21,8 - Bom,"Eu já fui na pro corpo 6 vezes. Só que dessa última vez eu não gostei muito, porque a moça não passou o dermarrolen direito. Passava bem devagar, quase que não encostando na minha pele. As outras já passavam com vontade e em relação ao ácido, o pelling, onde deveria descamar, que é onde está com mancha, não está descamando. Só em outras regiões, que já não tinham mancha. Estou decepcionado. Parece até que por ser a minha última sessão, não quiseram fazer direito para eu ter que voltar e pagar mais.",Santos,2023
10/16/2023 7:23:37,5 - Abaixo do esperado,"Olá, em relação as recepcionistas o atendimento foi ótimo, mas não gostei da limpeza de pele que eu fiz, a esteticista deixou muitos cravos e ainda foi muito mais dolorosa do que as anteriores. ",Itaim,2023
10/16/2023 7:27:07,9 - Ótimo,Não tenho,Belo Horizonte,2023
10/16/2023 7:34:08,10 - Excelente!,,Santo Amaro,2023
10/16/2023 7:41:27,4 - Muito abaixo do esperado,"Quando houver algum problema nos equipamentos ou algo que impeça a realização do procedimento agendado, avisar rapidamente o cliente para não ficar esperando. ",Jardins,2023
10/16/2023 7:41:56,10 - Excelente!,,Campinas,2023
10/16/2023 8:08:39,9 - Ótimo,,Moema,2023
